title_list,view,upload_date,comment,likes_num,unlikes_num
프라엘 초음파클렌저(핑크) 이나영 여름 편,"조회수 2,663회",2020. 4. 30.,댓글 3개,좋아요 30개,싫어요 없음
LG TROMM 워시타워 - 디지털 언베일링 편,"조회수 619,333회",2020. 4. 30.,댓글 3개,좋아요 36개,싫어요 4개
LG 프라엘 - '프라엘만 믿어요'편(30초),"조회수 9,979회",2020. 4. 29.,댓글 7개,좋아요 85개,싫어요 3개
LG BEST SHOP - '당신의 생활공간을 잘 아는 LG 베스트샵 생활맞춤컨설팅' 편(식기세척기),"조회수 7,846회",2020. 4. 24.,댓글 4개,좋아요 33개,싫어요 3개
LG BEST SHOP - '당신의 생활공간을 잘 아는 LG 베스트샵 생활맞춤컨설팅' 편(TV),"조회수 6,714회",2020. 4. 24.,댓글 2개,좋아요 38개,싫어요 3개
LG TROMM 워시타워 - 워시타워 기능 알아보기 05. 원바디 플랫 디자인 편,"조회수 2,388회",2020. 4. 24.,댓글 1개,좋아요 9개,싫어요 2개
LG TROMM 워시타워 - 워시타워 기능 알아보기 04. 인공지능 DD 세탁 · 스팀건조 편,"조회수 2,108회",2020. 4. 24.,댓글 0개,좋아요 4개,싫어요 1개
LG TROMM 워시타워 - 워시타워 기능 알아보기 03. 다이렉트 페어링 편,"조회수 2,158회",2020. 4. 24.,댓글 1개,좋아요 8개,싫어요 1개
LG TROMM 워시타워 - 워시타워 기능 알아보기 02. 원바디 세탁건조 프로세스 편,"조회수 2,369회",2020. 4. 24.,댓글 0개,좋아요 8개,싫어요 2개
LG TROMM 워시타워 - 워시타워 기능 알아보기 01. 원바디 런드리 컨트롤 편,"조회수 3,089회",2020. 4. 24.,댓글 2개,좋아요 6개,싫어요 1개
LG TROMM 워시타워 - 워시타워 기능 알아보기 종합편,"조회수 16,935회",2020. 4. 24.,댓글 13개,좋아요 79개,싫어요 5개
LG TROMM 워시타워 - 디지털 언베일링 영상 (풀버전),"조회수 21,409회",2020. 4. 24.,댓글 35개,좋아요 140개,싫어요 14개
